county_desc	precinct_abbrv	vtd_abbrv	age	party_cd	race_code	ethnic_code	sex_code	total_voters	election_date	stats_type	update_date	voting_method	voting_method_desc	voted_party_cd
DURHAM	52	52	Age 41 - 65	DEM	M	NL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GUILFORD	H29A	HP	Age 18 - 25	UNA	A	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CABARRUS	12-03	12-03	Age 26 - 40	UNA	W	NL	F	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
FORSYTH	302	302	Age 18 - 25	DEM	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	142	142	Age Over 66	DEM	B	NL	M	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
JACKSON	CAS	CAS	Age Over 66	DEM	W	UN	F	15	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CABARRUS	12-08	12-08	Age Over 66	UNA	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
WAYNE	08	08	Age 26 - 40	REP	W	NL	F	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CABARRUS	02-03	02-03	Age 18 - 25	UNA	W	NL	M	44	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
UNION	038B	038B	Age 26 - 40	REP	W	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
HARNETT	PR26	PR26	Age 26 - 40	REP	W	NL	F	20	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
DURHAM	35.3	35	Age 18 - 25	DEM	O	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CARTERET	PELE	PELE	Age 26 - 40	DEM	W	NL	M	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WILSON	PRWE	PRWE	Age Over 66	DEM	W	NL	M	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
DAVIE	07	07	Age 26 - 40	DEM	U	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ALAMANCE	128	128	Age 41 - 65	REP	M	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
MECKLENBURG	231	231	Age 26 - 40	REP	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CABARRUS	12-14	12-06	Age 26 - 40	DEM	U	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	224	224	Age 41 - 65	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
MECKLENBURG	201	201	Age 18 - 25	REP	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	04-15	04-15	Age 26 - 40	UNA	U	UN	U	24	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CHATHAM	20	20	Age Over 66	DEM	B	NL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HARNETT	PR07	PR07	Age 26 - 40	REP	W	UN	F	47	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
ROWAN	39	39	Age 18 - 25	REP	O	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
DURHAM	53-1	53-1	Age 26 - 40	REP	W	NL	F	15	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	18-02	18-02	Age Over 66	DEM	O	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ONSLOW	NE22B	NE22	Age 26 - 40	LIB	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
WAKE	15-01	15-01	Age 18 - 25	UNA	M	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GUILFORD	G33	G33	Age 18 - 25	UNA	W	NL	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
SCOTLAND	07	07	Age 26 - 40	UNA	I	NL	F	9	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MARTIN	W2	W2	Age Over 66	REP	W	UN	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
PASQUOTANK	SAL	SAL	Age 26 - 40	REP	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
JOHNSTON	PR11A	PR11A	Age Over 66	UNA	W	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
PENDER	RP20	RP20	Age Over 66	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
MECKLENBURG	038	038	Age 26 - 40	LIB	W	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	LIB
CATAWBA	39	39	Age Over 66	DEM	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
FORSYTH	074	074	Age 26 - 40	DEM	W	NL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ONSLOW	MT24	MT24	Age 26 - 40	UNA	W	NL	F	1	11/03/2020	history	01/13/2021	PROV	PROV	REP
BRUNSWICK	18	18	Age 26 - 40	REP	W	UN	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
WAKE	08-07	08-07	Age 41 - 65	DEM	A	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BUNCOMBE	69.1	69.1	Age 18 - 25	LIB	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
LEE	C2	C	Age 41 - 65	DEM	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	20-16	20-02	Age 26 - 40	DEM	W	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
DAVIDSON	14	14	Age Over 66	DEM	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CABARRUS	10-00	10-00	Age 18 - 25	DEM	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	118	118	Age 26 - 40	REP	U	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
BURKE	0021	0021	Age Over 66	DEM	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
POLK	TR123	TR123	Age 26 - 40	UNA	W	UN	F	14	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
YANCEY	11 PRI	11-PRI	Age 41 - 65	UNA	W	NL	M	20	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BLADEN	P60	P60	Age 41 - 65	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ORANGE	OG	OG	Age 41 - 65	REP	U	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
HARNETT	PR01	PR01	Age Over 66	REP	W	UN	F	8	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
DAVIDSON	32	32	Age 26 - 40	LIB	O	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	LIB
ORANGE	SM	SM	Age 41 - 65	UNA	W	UN	U	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
HAYWOOD	CR	CR	Age Over 66	UNA	W	NL	F	19	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	19-18	19-10	Age 26 - 40	UNA	W	NL	M	32	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ALAMANCE	12W	12W	Age 41 - 65	DEM	M	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
JOHNSTON	PR09	PR09	Age 41 - 65	DEM	U	UN	U	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	151	151	Age 18 - 25	DEM	O	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	214	214	Age 41 - 65	DEM	W	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FRANKLIN	18	18	Age 41 - 65	REP	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
MECKLENBURG	243	243	Age 41 - 65	REP	U	HL	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
TRANSYLVANIA	CM	CM	Age Over 66	DEM	W	NL	F	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	DEM
WAKE	01-41	01-41	Age 41 - 65	DEM	W	NL	M	11	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
SCOTLAND	03	03	Age 18 - 25	DEM	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
JACKSON	SAV	SAV	Age 26 - 40	UNA	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
DAVIDSON	46	46	Age 41 - 65	REP	W	NL	M	12	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
RUTHERFORD	05A	05A	Age 41 - 65	REP	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
DURHAM	04	04	Age 26 - 40	DEM	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	112	112	Age 18 - 25	UNA	O	HL	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GREENE	MAUR	MAUR	Age Over 66	REP	W	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
DAVIDSON	76	76	Age 26 - 40	REP	W	NL	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
ONSLOW	NE22A	NE22	Age 41 - 65	REP	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CLEVELAND	S 5	S5	Age 26 - 40	UNA	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
BURKE	0034	0034	Age 41 - 65	REP	U	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
STANLY	0018	0018	Age 18 - 25	UNA	W	NL	M	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	025	025	Age 41 - 65	UNA	M	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
UNION	030	030	Age 26 - 40	UNA	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
HOKE	02	02	Age 41 - 65	UNA	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
NASH	P14A	0041	Age 41 - 65	REP	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
STANLY	0023	0023	Age 41 - 65	DEM	O	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
CLEVELAND	S S	S6	Age 26 - 40	DEM	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	604	604	Age 41 - 65	DEM	B	UN	F	5	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
CALDWELL	PR30	PR12	Age 26 - 40	REP	U	UN	U	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
BRUNSWICK	19	19	Age Over 66	UNA	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAYNE	09	09	Age 41 - 65	DEM	B	UN	M	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
UNION	028C	028	Age 41 - 65	UNA	A	NL	F	11	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
COLUMBUS	P17	P17	Age 41 - 65	DEM	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
ALAMANCE	09N	09N	Age Over 66	UNA	W	NL	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
MECKLENBURG	108	108	Age 18 - 25	UNA	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
FORSYTH	081	081	Age 26 - 40	UNA	W	UN	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MONTGOMERY	UWH	UWH	Age 41 - 65	LIB	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
CHATHAM	3	3	Age Over 66	REP	W	NL	M	7	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
ROWAN	41	41	Age 41 - 65	REP	W	UN	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
BLADEN	P25	P25	Age 26 - 40	DEM	B	NL	F	1	11/03/2020	history	01/13/2021	PROV	PROV	DEM
MECKLENBURG	035	035	Age 18 - 25	DEM	B	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	01-05	01-05	Age Over 66	REP	W	NL	M	17	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
LEE	C1	C	Age 26 - 40	REP	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
PITT	1507	1507	Age 26 - 40	REP	W	UN	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
PITT	1101	1101	Age 18 - 25	REP	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
HENDERSON	NM	NM	Age 18 - 25	LIB	O	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	LIB
WAKE	01-47	01-47	Age 18 - 25	UNA	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
NASH	P10A	0007	Age 26 - 40	REP	B	NL	M	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	REP
CLEVELAND	WACO	WACO	Age 18 - 25	UNA	W	NL	F	9	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
RUTHERFORD	04A	04A	Age Over 66	REP	W	NL	M	6	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
MCDOWELL	M.COVE	M.COVE	Age 41 - 65	DEM	O	HL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
PENDER	LC09	LC09	Age 18 - 25	DEM	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BUNCOMBE	39.3	39.1	Age 18 - 25	UNA	U	UN	U	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
JOHNSTON	PR32	PR32	Age 26 - 40	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	DEM
ROWAN	10	10	Age 41 - 65	DEM	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	30-1	30-1	Age 41 - 65	UNA	O	UN	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CURRITUCK	PB	PB	Age 26 - 40	UNA	O	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	124	124	Age 18 - 25	UNA	O	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
DURHAM	06	06	Age Over 66	DEM	U	UN	U	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
GUILFORD	H25	H25	Age 26 - 40	LIB	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	LIB
MECKLENBURG	212	212	Age 41 - 65	DEM	I	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
FORSYTH	054	054	Age 26 - 40	REP	W	UN	M	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
HAYWOOD	WE	WE	Age Over 66	UNA	W	NL	F	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
IREDELL	SH-B	SH-B	Age 41 - 65	UNA	U	UN	U	6	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAKE	07-10	07-10	Age 18 - 25	REP	U	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CARTERET	ABCH	ABCH	Age Over 66	DEM	W	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	17-02	17-02	Age 26 - 40	DEM	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
IREDELL	ST5	ST5	Age 26 - 40	UNA	W	UN	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
UNION	028D	028	Age Over 66	UNA	O	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CUMBERLAND	CC25	CC25	Age Over 66	DEM	W	NL	M	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WATAUGA	15	15	Age 18 - 25	DEM	M	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
FORSYTH	804	804	Age Over 66	DEM	W	NL	M	24	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
GASTON	38	38	Age 26 - 40	UNA	W	UN	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
NEW HANOVER	M04	M04	Age 41 - 65	DEM	B	NL	F	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	08-04	08-04	Age Over 66	UNA	W	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
LEE	D2	D	Age Over 66	DEM	U	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MECKLENBURG	089	089	Age 18 - 25	DEM	B	NL	M	45	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	45	45	Age 41 - 65	UNA	B	UN	M	7	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
UNION	015	015	Age 26 - 40	UNA	W	UN	M	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	01-23	01-23	Age 18 - 25	REP	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
FORSYTH	805	805	Age 18 - 25	DEM	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	010	010	Age 26 - 40	DEM	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CRAVEN	DFB9	09	Age 18 - 25	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
SAMPSON	GARL	GARL	Age 26 - 40	REP	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
BLADEN	P25	P25	Age 18 - 25	DEM	O	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
PITT	1510A	1510A	Age 41 - 65	REP	B	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
JOHNSTON	PR31B	PR31B	Age 18 - 25	DEM	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CATAWBA	07	07	Age 18 - 25	UNA	M	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CATAWBA	17	17	Age 41 - 65	DEM	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
GUILFORD	H03	H03	Age 26 - 40	DEM	O	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
FORSYTH	123	123	Age 18 - 25	DEM	B	NL	F	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ROCKINGHAM	MS	CO	Age 41 - 65	UNA	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAKE	01-03	01-03	Age 18 - 25	UNA	W	NL	M	8	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
GUILFORD	SDRI	SDRI	Age 41 - 65	DEM	W	HL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ANSON	WADES	W3	Age Over 66	DEM	B	UN	U	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
DAVIDSON	86A	02	Age Over 66	UNA	W	NL	F	13	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
STANLY	0015	0015	Age Over 66	UNA	U	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
BUNCOMBE	29.2	102.1	Age 26 - 40	DEM	B	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ONSLOW	HM05	HM05	Age 26 - 40	REP	O	HL	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MOORE	DHR	DHR	Age 41 - 65	UNA	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
SURRY	32	21	Age 18 - 25	DEM	U	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
UNION	029C	029C	Age Over 66	REP	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
PENDER	UU17	UU17	Age 18 - 25	DEM	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	08-05	08-05	Age Over 66	UNA	U	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
RICHMOND	01	01	Age 18 - 25	DEM	O	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
ROWAN	05A	05	Age 41 - 65	DEM	B	NL	F	11	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BUNCOMBE	41.1	41.1	Age 41 - 65	UNA	W	UN	F	39	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ALAMANCE	13	13	Age 26 - 40	UNA	U	UN	U	16	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	12-02	12-02	Age 26 - 40	REP	U	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
ORANGE	DM	DM	Age 18 - 25	DEM	U	UN	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
JONES	P06	P06	Age Over 66	DEM	W	NL	F	6	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	12-05	12-05	Age 41 - 65	UNA	M	HL	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ALAMANCE	01	01	Age 26 - 40	REP	W	NL	M	44	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
FORSYTH	055	055	Age 18 - 25	REP	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
WILSON	PRTA	PRTA	Age 41 - 65	REP	W	NL	F	26	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
GUILFORD	H28	HP	Age 18 - 25	DEM	B	NL	F	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
FORSYTH	602	602	Age 41 - 65	UNA	W	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	107.1	107.1	Age 18 - 25	DEM	U	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
MECKLENBURG	203	203	Age 18 - 25	UNA	O	NL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
NEW HANOVER	H10	H07	Age 26 - 40	UNA	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
JACKSON	QUA	QUA	Age Over 66	REP	W	UN	U	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CUMBERLAND	CC34	CC34	Age 26 - 40	DEM	U	UN	U	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	01-25	01-25	Age 41 - 65	UNA	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	094	094	Age 26 - 40	DEM	O	HL	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HENDERSON	BK	BK	Age 41 - 65	UNA	A	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CASWELL	PELH	PELH	Age Over 66	REP	W	UN	F	1	11/03/2020	history	01/13/2021	PROV	PROV	REP
IREDELL	BA	BA	Age 26 - 40	LIB	W	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	LIB
GUILFORD	G20	G20	Age 41 - 65	REP	W	NL	F	25	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
NEW HANOVER	W03	W03	Age 26 - 40	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
PERSON	FLRI	FLRI	Age 18 - 25	DEM	B	NL	F	11	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	123	123	Age Over 66	DEM	B	UN	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
JACKSON	WEB	WEB	Age 41 - 65	UNA	O	UN	M	1	11/03/2020	history	01/13/2021	TRANSFER	TRANSFER	UNA
MECKLENBURG	214	214	Age 18 - 25	DEM	U	UN	U	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
NEW HANOVER	CF05	CF03	Age Over 66	DEM	B	UN	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	05-06	05-06	Age 41 - 65	DEM	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
GUILFORD	G66	G66	Age 26 - 40	UNA	A	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAKE	04-18	04-18	Age 18 - 25	DEM	O	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CUMBERLAND	G10A	G10	Age Over 66	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
WAKE	06-06	06-06	Age 41 - 65	UNA	B	UN	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
RANDOLPH	RM	31	Age 18 - 25	REP	W	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
