county_desc	election_date	stats_type	precinct_abbrv	vtd_abbrv	party_cd	race_code	ethnic_code	sex_code	age	total_voters	update_date
WAKE	11/03/2020	voter	06-04	06-04	REP	U	HL	F	Age Over 66	1	
PERSON	11/03/2020	voter	RCTL	ROX1	REP	B	UN	M	Age 41 - 65	1	
GUILFORD	11/03/2020	voter	G65	G65	DEM	B	NL	M	Age 41 - 65	72	
DAVIDSON	11/03/2020	voter	88	02	DEM	O	HL	F	Age 41 - 65	1	
RANDOLPH	11/03/2020	voter	LC	22	DEM	O	HL	M	Age 18 - 25	1	
JOHNSTON	11/03/2020	voter	PR11B	PR11B	DEM	O	NL	F	Age 26 - 40	4	
WAKE	11/03/2020	voter	20-06A	20-06	REP	O	HL	M	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	SF2	SF2	UNA	U	UN	M	Age 26 - 40	3	
MECKLENBURG	11/03/2020	voter	032	032	REP	W	UN	U	Age 18 - 25	2	
ORANGE	11/03/2020	voter	RF	RF	DEM	O	NL	M	Age 41 - 65	2	
IREDELL	11/03/2020	voter	BE	BE	DEM	O	NL	M	Age 41 - 65	1	
UNION	11/03/2020	voter	015	015	REP	W	NL	F	Age 26 - 40	105	
UNION	11/03/2020	voter	031	031	UNA	W	UN	F	Age Over 66	11	
GRANVILLE	11/03/2020	voter	BERE	BERE	UNA	B	NL	M	Age 41 - 65	7	
ALAMANCE	11/03/2020	voter	127	127	REP	O	NL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	036	036	REP	W	HL	M	Age 26 - 40	2	
TRANSYLVANIA	11/03/2020	voter	TC7	LT	UNA	W	UN	F	Age 18 - 25	2	
DAVIE	11/03/2020	voter	13	13	REP	O	HL	F	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	149	149	DEM	O	UN	M	Age 26 - 40	1	
DURHAM	11/03/2020	voter	30-1	30-1	UNA	O	UN	F	Age Over 66	2	
WILKES	11/03/2020	voter	115A	115A	UNA	W	UN	F	Age 18 - 25	8	
WAKE	11/03/2020	voter	14-02	14-02	REP	O	UN	M	Age Over 66	1	
BURKE	11/03/2020	voter	0034	0034	UNA	W	HL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	082	082	DEM	O	NL	F	Age 26 - 40	5	
MECKLENBURG	11/03/2020	voter	217	217	REP	W	UN	M	Age 18 - 25	5	
MOORE	11/03/2020	voter	PHB1	PHB1	REP	O	NL	F	Age 18 - 25	1	
FORSYTH	11/03/2020	voter	032	032	UNA	M	HL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	23	23	DEM	M	UN	M	Age 41 - 65	3	
MECKLENBURG	11/03/2020	voter	146	146	LIB	B	NL	F	Age 26 - 40	2	
MECKLENBURG	11/03/2020	voter	218	218	DEM	B	UN	M	Age 41 - 65	12	
MOORE	11/03/2020	voter	VSS	VSS	REP	O	UN	F	Age 41 - 65	1	
EDGECOMBE	11/03/2020	voter	0401	0401	DEM	O	NL	M	Age 18 - 25	1	
DURHAM	11/03/2020	voter	45	45	LIB	W	NL	M	Age 18 - 25	2	
CHATHAM	11/03/2020	voter	6	6	REP	W	UN	U	Age 26 - 40	1	
NASH	11/03/2020	voter	P03A	0006	UNA	M	NL	F	Age 26 - 40	1	
ROBESON	11/03/2020	voter	21	21	UNA	M	HL	M	Age 18 - 25	1	
MITCHELL	11/03/2020	voter	04	04	UNA	U	NL	M	Age Over 66	1	
GUILFORD	11/03/2020	voter	G46	G46	DEM	I	UN	U	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	G36	G36	UNA	O	HL	M	Age 18 - 25	2	
PENDER	11/03/2020	voter	SB02	SB02	REP	W	UN	F	Age Over 66	23	
DUPLIN	11/03/2020	voter	SMCA	SMCA	REP	O	HL	M	Age 26 - 40	1	
ORANGE	11/03/2020	voter	HE	GB	DEM	B	UN	F	Age 41 - 65	2	
GUILFORD	11/03/2020	voter	G29	G29	DEM	W	UN	F	Age Over 66	3	
GASTON	11/03/2020	voter	26	26	DEM	W	UN	M	Age 41 - 65	7	
SAMPSON	11/03/2020	voter	INGO	INGO	UNA	W	NL	F	Age 41 - 65	19	
BUNCOMBE	11/03/2020	voter	03.1	03.1	DEM	W	UN	M	Age 26 - 40	53	
WAKE	11/03/2020	voter	03-00	03-00	REP	I	NL	M	Age 18 - 25	2	
ROBESON	11/03/2020	voter	14	14	DEM	I	NL	F	Age Over 66	11	
ORANGE	11/03/2020	voter	TO	TO	LIB	W	NL	F	Age 41 - 65	1	
BUNCOMBE	11/03/2020	voter	22.2	104.1	UNA	B	UN	M	Age Over 66	2	
MECKLENBURG	11/03/2020	voter	052	052	REP	B	NL	F	Age Over 66	4	
SURRY	11/03/2020	voter	24	24	DEM	U	UN	U	Age 18 - 25	1	
RANDOLPH	11/03/2020	voter	AW	07	UNA	O	HL	M	Age 26 - 40	10	
WAKE	11/03/2020	voter	08-08	08-08	DEM	W	HL	M	Age 26 - 40	5	
NEW HANOVER	11/03/2020	voter	W29	W29	REP	B	UN	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	129	129	REP	A	NL	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	095	095	DEM	B	UN	F	Age 18 - 25	21	
SAMPSON	11/03/2020	voter	WBRK	WBRK	REP	W	NL	F	Age 41 - 65	151	
MECKLENBURG	11/03/2020	voter	036	036	REP	W	NL	F	Age 41 - 65	164	
GUILFORD	11/03/2020	voter	G66	G66	UNA	U	UN	U	Age 41 - 65	10	
DUPLIN	11/03/2020	voter	FAIS	FAIS	UNA	U	UN	U	Age 41 - 65	5	
WAKE	11/03/2020	voter	18-02	18-02	DEM	I	NL	F	Age 26 - 40	1	
JACKSON	11/03/2020	voter	CAS	CAS	LIB	W	NL	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	01-42	01-42	DEM	U	UN	F	Age 41 - 65	5	
GUILFORD	11/03/2020	voter	H25	H25	DEM	M	NL	M	Age 18 - 25	2	
WAKE	11/03/2020	voter	18-05	18-05	UNA	O	UN	M	Age Over 66	1	
DURHAM	11/03/2020	voter	16	16	DEM	M	NL	M	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	G74	G74	DEM	M	UN	F	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	CC14	CC14	CST	U	UN	U	Age 26 - 40	1	
DURHAM	11/03/2020	voter	30-2	30-2	REP	W	NL	U	Age 41 - 65	2	
NEW HANOVER	11/03/2020	voter	W25	W25	REP	W	NL	F	Age 26 - 40	34	
CABARRUS	11/03/2020	voter	12-13	12-02	DEM	U	NL	M	Age 18 - 25	1	
ROCKINGHAM	11/03/2020	voter	WS	MD	UNA	U	UN	U	Age 26 - 40	2	
GUILFORD	11/03/2020	voter	G38	G38	UNA	B	NL	F	Age Over 66	4	
WILKES	11/03/2020	voter	128	128	DEM	W	UN	U	Age Over 66	1	
WAKE	11/03/2020	voter	04-17	04-17	DEM	U	UN	F	Age 18 - 25	2	
SAMPSON	11/03/2020	voter	LAKE	LAKE	UNA	O	NL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	215	215	DEM	M	UN	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	12-02	12-02	DEM	W	NL	U	Age 41 - 65	1	
DURHAM	11/03/2020	voter	43	43	DEM	U	UN	U	Age 18 - 25	64	
GUILFORD	11/03/2020	voter	H04	H04	REP	B	NL	M	Age 41 - 65	6	
FORSYTH	11/03/2020	voter	013	013	UNA	B	UN	M	Age Over 66	4	
POLK	11/03/2020	voter	GC09	GC09	UNA	U	UN	U	Age Over 66	2	
FORSYTH	11/03/2020	voter	401	401	UNA	W	UN	F	Age 26 - 40	3	
LEE	11/03/2020	voter	A2	A	UNA	W	UN	F	Age Over 66	18	
RANDOLPH	11/03/2020	voter	AW	12	REP	W	NL	M	Age 26 - 40	35	
CUMBERLAND	11/03/2020	voter	G3A-2	G3	DEM	O	NL	M	Age Over 66	1	
DAVIDSON	11/03/2020	voter	36	36	UNA	W	NL	U	Age 18 - 25	1	
DAVIDSON	11/03/2020	voter	04	04	DEM	U	UN	U	Age 41 - 65	22	
CUMBERLAND	11/03/2020	voter	G9A	G9	REP	O	HL	F	Age 41 - 65	6	
MECKLENBURG	11/03/2020	voter	012	012	UNA	A	NL	M	Age 18 - 25	2	
ORANGE	11/03/2020	voter	CA	CA	UNA	O	NL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	38	38	REP	A	UN	F	Age 18 - 25	1	
WAKE	11/03/2020	voter	19-21	19-04	UNA	M	NL	F	Age 26 - 40	2	
JACKSON	11/03/2020	voter	GLV	HAMMNT	UNA	W	UN	F	Age 18 - 25	9	
ROWAN	11/03/2020	voter	25	25	UNA	W	NL	M	Age 26 - 40	107	
CUMBERLAND	11/03/2020	voter	G9B-2	G9	UNA	A	UN	M	Age 26 - 40	1	
VANCE	11/03/2020	voter	SCRK	SCRK	REP	U	UN	U	Age Over 66	5	
JOHNSTON	11/03/2020	voter	PR19	PR19	UNA	W	UN	M	Age Over 66	8	
PERQUIMANS	11/03/2020	voter	EAST H	EAST-H	DEM	B	UN	M	Age 41 - 65	29	
ALLEGHANY	11/03/2020	voter	03A	03	UNA	U	UN	U	Age 26 - 40	25	
CUMBERLAND	11/03/2020	voter	G2E-2	G2	UNA	A	UN	M	Age 18 - 25	1	
FORSYTH	11/03/2020	voter	906	906	UNA	B	NL	M	Age 18 - 25	11	
PITT	11/03/2020	voter	1503	1503	REP	W	NL	F	Age 41 - 65	19	
CALDWELL	11/03/2020	voter	PR32	PR23	REP	U	UN	M	Age 41 - 65	1	
WAKE	11/03/2020	voter	05-08	05-04	UNA	U	NL	M	Age 41 - 65	4	
FRANKLIN	11/03/2020	voter	14	14	UNA	I	NL	F	Age 41 - 65	1	
ROWAN	11/03/2020	voter	04	04	UNA	W	NL	F	Age Over 66	81	
CABARRUS	11/03/2020	voter	02-01	02-01	UNA	U	HL	F	Age 26 - 40	7	
ROWAN	11/03/2020	voter	17	17	LIB	O	HL	F	Age 18 - 25	1	
DARE	11/03/2020	voter	AVON	AVON	DEM	B	UN	M	Age 26 - 40	1	
AVERY	11/03/2020	voter	17	17	REP	U	UN	U	Age 41 - 65	5	
ROBESON	11/03/2020	voter	12	12	DEM	B	UN	M	Age 18 - 25	4	
PITT	11/03/2020	voter	1201	1201	REP	W	UN	F	Age 26 - 40	10	
ONSLOW	11/03/2020	voter	SW19	SW19	REP	U	UN	M	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	NCGR2	NCGR2	UNA	A	NL	M	Age 26 - 40	2	
STOKES	11/03/2020	voter	1618	16	DEM	A	UN	F	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	G01	G01	DEM	B	UN	M	Age 18 - 25	26	
MACON	11/03/2020	voter	03	03	UNA	A	UN	F	Age 26 - 40	1	
ORANGE	11/03/2020	voter	CX	CX	REP	U	UN	M	Age 41 - 65	3	
BURKE	11/03/2020	voter	0070	0070	REP	W	NL	F	Age 26 - 40	64	
ORANGE	11/03/2020	voter	SJ	SJ	DEM	W	NL	M	Age 41 - 65	161	
GUILFORD	11/03/2020	voter	H18	H18	DEM	W	HL	F	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	234	234	UNA	B	UN	F	Age 18 - 25	2	
DAVIDSON	11/03/2020	voter	06	06	UNA	A	NL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	33	33	UNA	B	NL	F	Age 18 - 25	45	
WAKE	11/03/2020	voter	01-16	01-16	REP	W	NL	F	Age 18 - 25	25	
PITT	11/03/2020	voter	1511B	1511B	DEM	O	HL	U	Age 26 - 40	1	
IREDELL	11/03/2020	voter	CC3	CC3	REP	U	NL	M	Age 26 - 40	1	
SURRY	11/03/2020	voter	19	19	UNA	U	UN	M	Age 41 - 65	1	
IREDELL	11/03/2020	voter	CH-B	CH-B	DEM	U	HL	M	Age 41 - 65	4	
WAYNE	11/03/2020	voter	21	21	UNA	M	UN	M	Age Over 66	1	
EDGECOMBE	11/03/2020	voter	0401	0401	DEM	I	NL	F	Age 18 - 25	1	
PITT	11/03/2020	voter	1509	1509	UNA	U	UN	U	Age 41 - 65	16	
ORANGE	11/03/2020	voter	PA	PA	UNA	M	HL	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	04-15	04-15	REP	U	UN	U	Age 18 - 25	4	
MECKLENBURG	11/03/2020	voter	122	122	DEM	A	UN	M	Age 41 - 65	3	
ALAMANCE	11/03/2020	voter	127	127	DEM	O	NL	F	Age 26 - 40	1	
WAKE	11/03/2020	voter	19-13	19-06	DEM	U	HL	F	Age Over 66	1	
HERTFORD	11/03/2020	voter	A1	A1	UNA	B	UN	F	Age 18 - 25	5	
TRANSYLVANIA	11/03/2020	voter	TC7	QB	UNA	U	UN	F	Age 26 - 40	1	
BUNCOMBE	11/03/2020	voter	30.2	30.1	UNA	U	UN	M	Age 26 - 40	7	
FORSYTH	11/03/2020	voter	601	601	UNA	W	UN	U	Age 18 - 25	2	
NEW HANOVER	11/03/2020	voter	W28	W28	UNA	W	NL	F	Age 26 - 40	197	
WAKE	11/03/2020	voter	20-16	20-02	REP	M	NL	M	Age 18 - 25	1	
MOORE	11/03/2020	voter	RBN	RBN	DEM	U	UN	U	Age Over 66	1	
JOHNSTON	11/03/2020	voter	PR30	PR30	UNA	M	HL	F	Age 26 - 40	1	
BUNCOMBE	11/03/2020	voter	29.2	102.1	DEM	W	NL	M	Age 41 - 65	76	
CUMBERLAND	11/03/2020	voter	CL57-2	CL57	REP	W	UN	F	Age Over 66	6	
WAKE	11/03/2020	voter	05-05	05-05	DEM	O	NL	F	Age 41 - 65	24	
COLUMBUS	11/03/2020	voter	P23	P23	UNA	B	NL	F	Age 26 - 40	18	
WAKE	11/03/2020	voter	18-06	18-06	REP	A	UN	U	Age 26 - 40	1	
CABARRUS	11/03/2020	voter	12-13	12-07	DEM	B	HL	F	Age 41 - 65	2	
WAKE	11/03/2020	voter	01-48	01-48	DEM	U	HL	F	Age 18 - 25	1	
GASTON	11/03/2020	voter	16	16	UNA	W	UN	U	Age 41 - 65	3	
GRANVILLE	11/03/2020	voter	WOEL	WOEL	REP	B	UN	M	Age 26 - 40	2	
YADKIN	11/03/2020	voter	BNVL	BNVL	REP	B	NL	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	04-20	04-20	DEM	U	HL	M	Age 18 - 25	3	
PASQUOTANK	11/03/2020	voter	NORTH	2-B	UNA	U	UN	F	Age 26 - 40	1	
NASH	11/03/2020	voter	P18A	0038	REP	B	UN	F	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	051	051	DEM	U	UN	F	Age 26 - 40	4	
HALIFAX	11/03/2020	voter	LIT	LIT-1	REP	W	UN	F	Age Over 66	6	
HOKE	11/03/2020	voter	06B	06	DEM	U	NL	M	Age 26 - 40	5	
BRUNSWICK	11/03/2020	voter	11	11	DEM	B	UN	F	Age Over 66	12	
ONSLOW	11/03/2020	voter	EN03	EN03	REP	W	NL	U	Age 26 - 40	2	
RANDOLPH	11/03/2020	voter	AS	04	CST	A	UN	F	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	CC27	CC27	UNA	B	HL	F	Age Over 66	1	
WAYNE	11/03/2020	voter	22	22	DEM	W	UN	F	Age Over 66	7	
MACON	11/03/2020	voter	04	04	DEM	W	UN	M	Age 41 - 65	2	
WAKE	11/03/2020	voter	06-09	06-01	DEM	W	UN	M	Age 18 - 25	9	
ORANGE	11/03/2020	voter	DM	DM	UNA	O	NL	F	Age Over 66	1	
BUNCOMBE	11/03/2020	voter	681	68.1	UNA	U	UN	U	Age 26 - 40	7	
ROCKINGHAM	11/03/2020	voter	SE	RD-1	DEM	W	UN	M	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	G10C	G10	UNA	W	NL	F	Age 41 - 65	128	
ALAMANCE	11/03/2020	voter	126	126	UNA	W	UN	M	Age Over 66	11	
MECKLENBURG	11/03/2020	voter	052	052	UNA	O	NL	F	Age 18 - 25	1	
WAKE	11/03/2020	voter	05-01	05-01	DEM	O	UN	F	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	227	227	UNA	A	NL	F	Age 41 - 65	44	
BUNCOMBE	11/03/2020	voter	14.2	14.2	LIB	W	NL	M	Age 18 - 25	1	
JOHNSTON	11/03/2020	voter	PR35	PR02	DEM	W	UN	F	Age 41 - 65	2	
BEAUFORT	11/03/2020	voter	BEADM	BEADM	REP	W	UN	U	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	CC32	CC32	DEM	A	HL	F	Age 26 - 40	1	
ALEXANDER	11/03/2020	voter	S1S2	S1	LIB	W	NL	F	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	CC01	CC01	DEM	W	UN	F	Age 26 - 40	4	
COLUMBUS	11/03/2020	voter	P16B	P16	UNA	O	NL	M	Age 41 - 65	1	
PENDER	11/03/2020	voter	LU16	LU16	DEM	W	NL	F	Age 26 - 40	7	
RANDOLPH	11/03/2020	voter	AW	12	LIB	W	NL	M	Age 26 - 40	1	
CURRITUCK	11/03/2020	voter	MY	MY	LIB	U	UN	U	Age 41 - 65	2	
UNION	11/03/2020	voter	018	018	REP	W	UN	F	Age 41 - 65	47	
FORSYTH	11/03/2020	voter	507	507	UNA	U	HL	M	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	202	202	DEM	W	NL	F	Age 18 - 25	63	
MECKLENBURG	11/03/2020	voter	145	145	UNA	A	UN	F	Age 41 - 65	13	
CHOWAN	11/03/2020	voter	4	4	UNA	B	NL	F	Age 26 - 40	6	
WATAUGA	11/03/2020	voter	04	04	UNA	M	NL	M	Age 26 - 40	1	
ROCKINGHAM	11/03/2020	voter	SE	WM	REP	B	NL	M	Age 41 - 65	4	
CASWELL	11/03/2020	voter	LOCU	LOCU	UNA	U	UN	M	Age 26 - 40	2	
CURRITUCK	11/03/2020	voter	CJ	CJ	UNA	O	HL	M	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	139.1	139.1	DEM	O	NL	M	Age Over 66	4	
CURRITUCK	11/03/2020	voter	CH	CH	DEM	B	UN	M	Age Over 66	5	
CARTERET	11/03/2020	voter	NRIV	NRIV	UNA	W	UN	M	Age Over 66	1	
BUNCOMBE	11/03/2020	voter	45.1	45.1	DEM	M	NL	F	Age 18 - 25	2	
CUMBERLAND	11/03/2020	voter	MR02	MR02	DEM	W	UN	M	Age 18 - 25	1	
CARTERET	11/03/2020	voter	NPT2	NPT2	UNA	O	NL	F	Age 41 - 65	2	
PENDER	11/03/2020	voter	SP15	SP15	DEM	O	HL	F	Age 26 - 40	1	
UNION	11/03/2020	voter	010	010	DEM	U	NL	F	Age 41 - 65	1	
UNION	11/03/2020	voter	016	016	UNA	W	NL	U	Age 41 - 65	2	
UNION	11/03/2020	voter	006	006	UNA	U	HL	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	209	209	UNA	B	UN	M	Age 26 - 40	9	
UNION	11/03/2020	voter	015	015	UNA	O	NL	M	Age 18 - 25	5	
WAKE	11/03/2020	voter	01-20	01-20	DEM	O	UN	M	Age 26 - 40	2	
ROWAN	11/03/2020	voter	08	08	DEM	W	HL	F	Age 18 - 25	4	
RANDOLPH	11/03/2020	voter	AS	04	REP	W	NL	M	Age 41 - 65	174	
STOKES	11/03/2020	voter	12	12	UNA	U	UN	M	Age Over 66	1	
IREDELL	11/03/2020	voter	DV2-B	DV2-B	UNA	W	UN	F	Age 26 - 40	53	
SCOTLAND	11/03/2020	voter	04	04	DEM	B	UN	U	Age 18 - 25	1	
SWAIN	11/03/2020	voter	BC2	BC2	LIB	W	NL	M	Age 41 - 65	3	
CHATHAM	11/03/2020	voter	20	20	DEM	U	HL	F	Age 26 - 40	1	
CUMBERLAND	11/03/2020	voter	G8C	G8	REP	U	HL	M	Age 26 - 40	2	
MONTGOMERY	11/03/2020	voter	CAN	CAN	DEM	O	HL	M	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	064	064	DEM	B	NL	F	Age Over 66	16	
LENOIR	11/03/2020	voter	FC	FC	DEM	U	UN	M	Age 41 - 65	3	
ORANGE	11/03/2020	voter	CP	CP	DEM	U	HL	U	Age 41 - 65	1	
GASTON	11/03/2020	voter	14	14	REP	W	UN	M	Age Over 66	4	
GASTON	11/03/2020	voter	09	09	DEM	W	HL	M	Age 41 - 65	1	
GUILFORD	11/03/2020	voter	JEF3	JEF3	DEM	B	UN	F	Age Over 66	24	
DURHAM	11/03/2020	voter	51	51	UNA	O	NL	M	Age 18 - 25	1	
MACON	11/03/2020	voter	09	09	DEM	W	NL	M	Age 18 - 25	3	
UNION	11/03/2020	voter	042	042	REP	W	UN	F	Age 26 - 40	13	
GASTON	11/03/2020	voter	24	24	UNA	B	UN	U	Age 18 - 25	2	
PERSON	11/03/2020	voter	SWST	HUML	UNA	B	NL	F	Age 26 - 40	1	
UNION	11/03/2020	voter	001	001	UNA	W	HL	F	Age 18 - 25	2	
HENDERSON	11/03/2020	voter	FL	FL	UNA	U	UN	M	Age Over 66	6	
MECKLENBURG	11/03/2020	voter	038	038	LIB	O	NL	M	Age 26 - 40	1	
FORSYTH	11/03/2020	voter	507	507	REP	O	HL	M	Age 18 - 25	3	
BRUNSWICK	11/03/2020	voter	18	18	REP	O	HL	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	202	202	REP	A	UN	F	Age 41 - 65	3	
MACON	11/03/2020	voter	12	12	CST	U	UN	M	Age 26 - 40	1	
DURHAM	11/03/2020	voter	27	27	UNA	A	UN	F	Age Over 66	2	
ROWAN	11/03/2020	voter	31	31	REP	U	UN	F	Age 41 - 65	1	
RANDOLPH	11/03/2020	voter	DR	19	REP	W	UN	M	Age 26 - 40	27	
DURHAM	11/03/2020	voter	31	31	LIB	W	NL	F	Age 26 - 40	2	
WAKE	11/03/2020	voter	03-00	03-00	DEM	U	UN	U	Age Over 66	5	
VANCE	11/03/2020	voter	CC	DABN	UNA	W	UN	U	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	123	123	UNA	W	NL	U	Age 41 - 65	1	
NEW HANOVER	11/03/2020	voter	H06	H06	REP	I	NL	F	Age 41 - 65	1	
JOHNSTON	11/03/2020	voter	PR30	PR30	UNA	U	UN	M	Age 41 - 65	18	
CLEVELAND	11/03/2020	voter	S S	S7	DEM	W	UN	M	Age 26 - 40	2	
COLUMBUS	11/03/2020	voter	P01A	P01	REP	W	NL	F	Age 26 - 40	34	
ROCKINGHAM	11/03/2020	voter	MS	VA	DEM	U	UN	F	Age 26 - 40	20	
MECKLENBURG	11/03/2020	voter	121	121	UNA	B	UN	M	Age Over 66	1	
MONTGOMERY	11/03/2020	voter	CAN	CAN	DEM	W	NL	M	Age 26 - 40	5	
CALDWELL	11/03/2020	voter	PR16	PR16	DEM	W	NL	M	Age Over 66	39	
ORANGE	11/03/2020	voter	UNC	GR	REP	U	HL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	206	206	REP	M	UN	F	Age 18 - 25	1	
TRANSYLVANIA	11/03/2020	voter	DR	DR	REP	U	UN	M	Age 41 - 65	1	
PENDER	11/03/2020	voter	CF11	CF11	UNA	W	UN	M	Age 41 - 65	32	
WAKE	11/03/2020	voter	01-44	01-44	UNA	B	UN	F	Age 26 - 40	19	
MECKLENBURG	11/03/2020	voter	230	230	UNA	U	HL	F	Age 26 - 40	15	
GASTON	11/03/2020	voter	05	05	DEM	O	NL	M	Age 26 - 40	1	
CLEVELAND	11/03/2020	voter	KM S	KM4	UNA	W	UN	M	Age 18 - 25	1	
BUNCOMBE	11/03/2020	voter	23.2	103.1	UNA	U	UN	U	Age Over 66	7	
HENDERSON	11/03/2020	voter	ES	ES	UNA	W	NL	F	Age 26 - 40	71	
FORSYTH	11/03/2020	voter	804	804	DEM	B	UN	F	Age 26 - 40	1	
CABARRUS	11/03/2020	voter	12-08	12-08	DEM	U	UN	U	Age 18 - 25	6	
MECKLENBURG	11/03/2020	voter	090	090	DEM	U	HL	M	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	001	001	DEM	W	UN	F	Age Over 66	8	
GUILFORD	11/03/2020	voter	OR1	OR1	DEM	B	NL	F	Age 18 - 25	9	
BUNCOMBE	11/03/2020	voter	13.1	13.1	LIB	W	NL	M	Age Over 66	1	
CUMBERLAND	11/03/2020	voter	 	�	REP	U	UN	M	Age 26 - 40	1	
PITT	11/03/2020	voter	0901	0901	DEM	B	NL	M	Age 26 - 40	16	
SAMPSON	11/03/2020	voter	AUTR	AUTR	REP	U	NL	F	Age 18 - 25	1	
UNION	11/03/2020	voter	017A	017A	REP	O	NL	F	Age 26 - 40	1	
WAKE	11/03/2020	voter	10-04	10-04	REP	M	HL	M	Age 26 - 40	2	
WAKE	11/03/2020	voter	20-08	20-08	UNA	W	NL	U	Age 41 - 65	4	
JOHNSTON	11/03/2020	voter	PR10B	PR10	DEM	W	UN	U	Age 18 - 25	1	
FORSYTH	11/03/2020	voter	043	043	REP	B	NL	F	Age 41 - 65	1	
FORSYTH	11/03/2020	voter	305	305	REP	W	UN	M	Age 26 - 40	1	
CHATHAM	11/03/2020	voter	18	18	DEM	U	UN	U	Age 26 - 40	7	
GASTON	11/03/2020	voter	18	18	UNA	W	NL	U	Age Over 66	1	
ROWAN	11/03/2020	voter	21	21	UNA	W	UN	U	Age 41 - 65	1	
GUILFORD	11/03/2020	voter	G68	G68	DEM	B	HL	F	Age 18 - 25	6	
ASHE	11/03/2020	voter	03	03	UNA	W	HL	M	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	JEF3	JEF3	DEM	W	NL	M	Age 26 - 40	10	
WAKE	11/03/2020	voter	04-04	04-04	UNA	O	HL	M	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	067	067	DEM	O	NL	M	Age 26 - 40	1	
MOORE	11/03/2020	voter	EUR-WP	EUR	DEM	W	HL	M	Age 26 - 40	1	
LINCOLN	11/03/2020	voter	LW18	LW18	REP	W	HL	F	Age 41 - 65	1	
HARNETT	11/03/2020	voter	PR23	PR23	DEM	A	UN	U	Age 41 - 65	1	
WAKE	11/03/2020	voter	20-15	20-02	REP	W	NL	U	Age 26 - 40	2	
WAKE	11/03/2020	voter	20-11	20-11	DEM	W	NL	M	Age Over 66	38	
CARTERET	11/03/2020	voter	MHD4	MHD4	UNA	W	HL	M	Age 18 - 25	1	
CASWELL	11/03/2020	voter	PH	PROS	DEM	U	HL	F	Age 41 - 65	1	
ORANGE	11/03/2020	voter	UNC	LI	REP	A	NL	M	Age 18 - 25	3	
MECKLENBURG	11/03/2020	voter	235	235	DEM	A	NL	M	Age 26 - 40	3	
COLUMBUS	11/03/2020	voter	P09	P09	REP	W	UN	M	Age 18 - 25	2	
WAKE	11/03/2020	voter	01-50	01-50	DEM	M	HL	M	Age 18 - 25	2	
CABARRUS	11/03/2020	voter	02-01	02-01	REP	B	NL	M	Age Over 66	2	
PITT	11/03/2020	voter	0501	0501	DEM	W	UN	U	Age Over 66	1	
GREENE	11/03/2020	voter	SH#1	SH1	UNA	A	UN	F	Age 26 - 40	1	
SCOTLAND	11/03/2020	voter	04	04	UNA	W	HL	F	Age Over 66	1	
RANDOLPH	11/03/2020	voter	AE	06	UNA	B	UN	F	Age 41 - 65	1	
GUILFORD	11/03/2020	voter	G37	G37	UNA	W	UN	F	Age Over 66	3	
DAVIE	11/03/2020	voter	03	03	UNA	U	HL	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	12-06	12-06	DEM	U	HL	U	Age 41 - 65	2	
PERQUIMANS	11/03/2020	voter	PARKVI	PARKVI	REP	B	NL	M	Age 26 - 40	2	
ORANGE	11/03/2020	voter	LC	LC	UNA	W	NL	M	Age 26 - 40	147	
